PART_ID,Block number,Trial_no,Session type,Correctness,Target present,Reaction time,Target position
jhkM20,0,1,Training,True,False,-1,"[-1, -1]"
jhkM20,0,2,Training,False,False,-0.004589037038385868,"[-1, -1]"
jhkM20,0,3,Training,True,True,1.8569416350219399,"[3, 1]"
jhkM20,0,4,Training,True,True,0.6276300319004804,"[2, 3]"
jhkM20,0,5,Training,True,True,0.5113535980926827,"[2, 0]"
jhkM20,0,6,Training,False,False,0.5690517879556865,"[-1, -1]"
jhkM20,0,7,Training,False,False,0.4095923480344936,"[-1, -1]"
jhkM20,0,8,Training,True,True,0.782960033044219,"[2, 1]"
jhkM20,0,9,Training,False,False,0.4763653890695423,"[-1, -1]"
jhkM20,0,10,Training,True,True,0.29386535403318703,"[3, 0]"
jhkM20,0,1,Experiment,True,True,1.2437850610585883,"[0, 4]"
jhkM20,0,2,Experiment,True,True,0.2505698640597984,"[0, 2]"
jhkM20,0,3,Experiment,False,False,0.1936382669955492,"[-1, -1]"
jhkM20,0,4,Experiment,False,False,0.09193069511093199,"[-1, -1]"
jhkM20,0,5,Experiment,True,True,0.08555194106884301,"[0, 1]"
jhkM20,0,6,Experiment,True,True,0.08950515801552683,"[4, 0]"
jhkM20,0,7,Experiment,False,False,0.07042034505866468,"[-1, -1]"
jhkM20,0,8,Experiment,True,True,0.12679660296998918,"[0, 4]"
jhkM20,0,9,Experiment,True,True,0.07582982594612986,"[3, 3]"
jhkM20,0,10,Experiment,True,True,0.20468835497740656,"[4, 1]"
jhkM20,0,11,Experiment,True,True,0.08573069900739938,"[2, 4]"
jhkM20,0,12,Experiment,False,False,0.06200838799122721,"[-1, -1]"
jhkM20,0,13,Experiment,False,False,0.0859461979707703,"[-1, -1]"
jhkM20,0,14,Experiment,True,True,0.07047753408551216,"[4, 2]"
jhkM20,0,15,Experiment,False,False,0.07010659493971616,"[-1, -1]"
jhkM20,0,16,Experiment,True,True,0.08499115600716323,"[4, 4]"
jhkM20,0,17,Experiment,False,False,0.11075907200574875,"[-1, -1]"
jhkM20,0,18,Experiment,True,True,0.07703118701465428,"[0, 0]"
jhkM20,0,19,Experiment,True,True,0.22728140198159963,"[0, 0]"
jhkM20,0,20,Experiment,False,False,0.09206154907587916,"[-1, -1]"
jhkM20,0,21,Experiment,False,False,0.07750721101183444,"[-1, -1]"
jhkM20,0,22,Experiment,False,False,0.1048608289565891,"[-1, -1]"
jhkM20,0,23,Experiment,True,True,0.09400556900072843,"[3, 4]"
jhkM20,0,24,Experiment,True,True,0.09406376397237182,"[1, 0]"
jhkM20,0,25,Experiment,True,True,0.09352085494901985,"[2, 3]"
jhkM20,0,26,Experiment,True,True,0.0934362510452047,"[3, 1]"
jhkM20,0,27,Experiment,True,True,0.0710463710129261,"[0, 1]"
jhkM20,0,28,Experiment,False,False,0.09970533999148756,"[-1, -1]"
jhkM20,0,29,Experiment,True,True,0.14376247394829988,"[2, 4]"
jhkM20,0,30,Experiment,True,True,0.08783048507757485,"[3, 2]"
jhkM20,0,31,Experiment,False,False,0.08778015803545713,"[-1, -1]"
jhkM20,0,32,Experiment,True,True,0.11983354901894927,"[4, 4]"
jhkM20,0,33,Experiment,True,True,0.03290506999474019,"[4, 3]"
jhkM20,0,34,Experiment,True,True,0.09021700394805521,"[4, 0]"
jhkM20,0,35,Experiment,False,False,0.09353118401486427,"[-1, -1]"
jhkM20,0,36,Experiment,True,True,0.07026848394889385,"[3, 4]"
jhkM20,0,37,Experiment,True,True,0.2569948190357536,"[3, 2]"
jhkM20,0,38,Experiment,False,False,0.06987093994393945,"[-1, -1]"
jhkM20,0,39,Experiment,False,False,0.09342854900751263,"[-1, -1]"
jhkM20,0,40,Experiment,True,True,0.07820192899089307,"[4, 4]"
jhkM20,0,41,Experiment,True,True,0.0360998809337616,"[0, 1]"
jhkM20,0,42,Experiment,False,False,0.06036509503610432,"[-1, -1]"
jhkM20,0,43,Experiment,True,True,0.060960497008636594,"[4, 4]"
jhkM20,0,44,Experiment,True,True,0.06146321399137378,"[0, 4]"
jhkM20,0,45,Experiment,True,True,0.06951593491248786,"[2, 1]"
jhkM20,0,46,Experiment,True,True,0.09403372404631227,"[2, 4]"
jhkM20,0,47,Experiment,False,False,0.060699639027006924,"[-1, -1]"
jhkM20,0,48,Experiment,False,False,0.09255607600789517,"[-1, -1]"
jhkM20,0,49,Experiment,False,False,0.0602183670271188,"[-1, -1]"
jhkM20,0,50,Experiment,True,True,0.061012219986878335,"[4, 0]"
jhkM20,1,1,Experiment,True,True,0.1590253160102293,"[3, 4]"
jhkM20,1,2,Experiment,True,True,0.06025778199546039,"[2, 3]"
jhkM20,1,3,Experiment,False,False,0.6600868799723685,"[-1, -1]"
jhkM20,1,4,Experiment,False,False,0.3941607439192012,"[-1, -1]"
jhkM20,1,5,Experiment,True,True,0.2549498019507155,"[4, 2]"
jhkM20,1,6,Experiment,True,True,0.6899260269710794,"[3, 1]"
jhkM20,1,7,Experiment,True,True,1.0272277279291302,"[2, 3]"
jhkM20,1,8,Experiment,True,True,0.5568947599967942,"[0, 1]"
jhkM20,1,9,Experiment,True,True,0.16824384196661413,"[4, 4]"
jhkM20,1,10,Experiment,True,True,0.137628652038984,"[2, 2]"
jhkM20,1,11,Experiment,True,True,0.11896369094029069,"[1, 2]"
jhkM20,1,12,Experiment,True,True,0.18690375704318285,"[4, 2]"
jhkM20,1,13,Experiment,True,True,0.14403147995471954,"[2, 1]"
jhkM20,1,14,Experiment,False,True,-1,"[1, 3]"
jhkM20,1,15,Experiment,False,True,-1,"[4, 2]"
jhkM20,1,16,Experiment,False,True,-1,"[3, 4]"
